ID,乡镇级,Rural
1291,钓渭镇,1
1292,东佳镇,1
1293,扶隆镇,1
1294,明达镇,1
1295,音河达斡尔鄂温克民族乡,0
1296,阿尔乡镇,0
1297,棉洋镇,1
1298,漳湖镇,1
1299,磨溪镇,1
1300,八斗镇,1
1301,南关镇,1
1302,邹区镇,1
1303,大安镇,1
1304,城关街道,1
1305,英旺乡,0
1306,文江镇,1
1307,散水头镇,1
1308,新城镇,1
1309,芙蓉镇,1
1310,城郊乡,0
1311,漳河店镇,1
1312,马蹄湾镇,1
1313,百旺镇,1
1314,刚边壮族乡,0
1315,仁义镇,1
1316,瞿靖镇,1
1317,港口镇,1
1318,蓼堤镇,1
1319,夏集镇,1
1320,桥头乡,0
1321,赤壁镇,1
1322,高昌镇,1
1323,移风店镇,1
1324,双板镇,1
1325,结巴乡,0
1326,容光镇,1
1327,兰棱街道办事处,1
1328,两城街道,1
1329,朱庄镇,1
1330,团林苗族乡,0
1331,益智乡,0
1332,麦岭镇,1
1333,长丰镇,1
1334,滋润乡,0
1335,赵店子镇,1
1336,琴亭镇,1
1337,托克逊乡,0
1338,塘缀镇,1
1339,平山乡,0
1340,小渡口镇,1
1341,阿日昆都楞镇,1
1342,前坊镇,1
1343,毛坝镇,1
1344,朱昌镇,1
1345,官渡镇,1
1346,金拱镇,1
1347,锦山镇,1
1348,深井镇,1
1349,河田镇,1
1350,源东乡,0
1351,昌明镇,1
1352,梅南镇,1
1353,吴城镇,1
1354,三川镇,1
1355,谭店乡,0
1356,刘三姐镇,1
1357,德归镇,1
1358,凰岗镇,1
1359,惠安堡镇,1
1360,溪口镇,1
1361,元竹镇,1
1362,灵岩镇,1
1363,永固镇,1
1364,渣江镇,1
1365,倾多镇,1
1366,三江乡,0
1367,阔什塔格镇,1
1368,大院回族乡,0
1369,红旗镇,1
1370,城关镇,1
1371,上渡街道,1
1372,均川镇,1
1373,鸡场苗族彝族乡,0
1374,水磨镇,1
1375,涧池乡,0
1376,新堡乡,0
1377,爱店镇,1
1378,尤鲁都斯巴格镇,1
1379,松柏镇,1
1380,南高崖乡,0
1381,梅桥镇,1
1382,白马镇,1
1383,江城镇,1
1384,张坞镇,1
1385,大潭办事处,1
1386,南岭乡,0
1387,夏家店乡,0
1388,骑龙镇,1
1389,乾元镇,1
1390,燕子乡,0
1391,红古镇,1
1392,南通镇,1
1393,黎香湖镇,1
1394,召都巴镇,1
1395,羊平镇,1
1396,黄沙镇,1
1397,关卜乡,0
1398,苏哇龙乡,0
1399,石塘镇,1
1400,阎店乡,0
1401,柏树镇,1
1402,渠旧镇,1
1403,太和堂镇,1
1404,溪洛渡镇,1
1405,束馆镇,1
1406,王家河街道办事处,1
1407,北台乡,0
1408,西洒镇,1
1409,裴城镇,1
1410,三义镇,1
1411,辽东街道办事处,1
1412,百泉镇,1
1413,江埠乡,0
1414,西演镇,1
1415,王庄镇,1
1416,安伏镇,1
1417,大辛庄乡,0
1418,儒林镇,1
1419,鱼池乡,0
1420,亚喀艾日克乡,0
1421,歧亭镇,1
1422,英阿瓦提乡,0
1423,果园乡,0
1424,苇子峡乡,0
1425,新营乡,0
1426,六哨乡,0
1427,向阳街道办事处,1
1428,薛集镇,1
1429,幸福镇,1
1430,稷下街道,1
1431,唐县镇,1
1432,太平街道办事处,1
1433,箭厂河乡,0
1434,那霍镇,1
1435,柳梁镇,1
1436,宋旗镇,1
1437,大林乡,0
1438,大昌镇,1
1439,苏家店镇,1
1440,方岩镇,1
1441,南洲镇,1
1442,万古镇,1
1443,东兴街道办事处,1
1444,太泊湖农业综合开发区,0
1445,五指峰乡,0
1446,四官营子镇,1
1447,梅里斯镇,1
1448,洪阳镇,1
1449,双桥街道办事处,1
1450,西集镇,1
1451,水南圩乡,0
1452,嫩哇乡,0
1453,地宝土家族乡,0
1454,赛什斯镇,1
1455,太阳升镇,1
1456,仙霞镇,1
1457,小河镇,1
1458,英额布镇,1
1459,中村镇,1
1460,七里村街道办事处,1
1461,三官寺土家族乡,0
1462,汤溪镇,1
1463,江平镇,1
1464,乔家镇,1
1465,七星台镇,1
1466,礼门乡,0
1467,连儿湾乡,0
1468,小城镇,1
1469,插花镇,1
1470,寺庄乡,0
1471,上堡乡,0
1472,永丰街道办事处,1
1473,江家屯乡,0
1474,巨日合镇,1
1475,舍必崖乡,0
1476,龙华镇,1
1477,石洞镇,1
1478,三坊乡,0
1479,库木巴希乡,0
1480,河西乡,0
1481,三洲镇,1
1482,拜城镇,1
1483,黑沟乡,0
1484,雷牙镇,1
1485,胜桥镇,1
1486,狮石乡,0
1487,牛屯镇,1
1488,龙塘乡,0
1489,打柴沟镇,1
1490,石大仓乡,0
1491,枹罕镇,1
1492,定山镇,1
1493,白龙镇,1
1494,张村集乡,0
1495,黔灵镇,1
1496,明西街道办事处,1
1497,崇宁镇,1
1498,于家乡,0
1499,余家湖街道办事处,1
1500,垛庄镇,1
1501,驿亭镇,1
1502,郭村镇,1
1503,杨梅镇,1
1504,桐峪镇,1
1505,阿什罕苏木,0
1506,下南乡,0
1507,沩山乡,0
1508,筱村镇,1
1509,热柘镇,1
1510,桃花山镇,1
1511,小河镇,1
1512,旭日乡,0
1513,麻店镇,1
1514,云州乡,0
1515,葵潭镇,1
1516,山门镇,1
1517,市同乡,0
1518,山城镇,1
1519,铺前镇,1
1520,郑宅镇,1
1521,龙桥街道办事处,1
1522,思顺乡,0
1523,河城街镇,1
1524,水尾水族乡,0
1525,缠溪镇,1
1526,许州镇,1
1527,龙王庙镇,1
1528,夏如乡,0
1529,金桥镇,1
1530,江塘镇,1
1531,康城镇,1
1532,雀仁乡,0
1533,五一街道,1
1534,陈留镇,1
1535,茅田乡,0
1536,鸭塘街道,1
1537,梓桐镇,1
1538,石羊镇,1
1539,文家店镇,1
1540,高仁乡,0
1541,华林山镇,1
1542,青曲镇,1
1543,云阳街道,1
1544,三河尖镇,1
1545,两峪乡,0
1546,三官镇,1
1547,马踏镇,1
1548,俎店镇,1
1549,大马头乡,0
1550,西周镇,1
1551,南村镇,1
1552,珀玕乡,0
1553,铁铺镇,1
1554,清源镇,1
1555,木井镇,1
1556,竹山镇,1
1557,南尖塔镇,1
1558,圭峰镇,1
1559,保田镇,1
1560,黄旗堡街道办事处,1
1561,达拉乡,0
1562,旧店乡,0
1563,东坝镇,1
1564,大竹镇,1
1565,支河乡,0
1566,泉河街道办事处,1
1567,南湖镇,1
1568,上庄镇,1
1569,东桥镇,1
1570,高升乡,0
1571,虹梯关乡,0
1572,平坝镇,1
1573,四鹤街道,1
1574,官浔镇,1
1575,扶罗镇,1
1576,申集镇,1
1577,黄鹤镇,1
1578,城关镇,1
1579,麦市镇,1
1580,响水河镇,1
1581,向阳镇,1
1582,宣章屯镇,1
1583,平洋镇,1
1584,巴彦浩特镇,1
1585,井沟镇,1
1586,东渡镇,1
1587,同乐镇,1
1588,苇子沟街道办事处,1
1589,翰堂镇,1
1590,留村镇,1
1591,皇华镇,1
1592,大黄巍乡,0
1593,二甲镇,1
1594,九山镇,1
1595,金沟子镇,1
1596,大塘镇,1
1597,高陵镇,1
1598,西川镇,1
1599,紫云镇,1
1600,游溪镇,1
1601,桃川镇,1
1602,凤鸣镇,1
1603,阳城镇,1
1604,清水镇,1
1605,高山镇,1
1606,张家畈镇,1
1607,清平镇,1
1608,西屏镇,1
1609,溢水镇,1
1610,平头镇,1
1611,南壕堑镇,1
1612,城东镇,1
1613,魏营镇,1
1614,汭丰镇,1
1615,中溪镇,1
1616,麦秀镇,1
1617,普集街道办事处,1
1618,太伏镇,1
1619,胪岗镇,1
1620,大流乡,0
1621,东釜山乡,0
1622,平坦镇,1
1623,岳壁乡,0
1624,坪坎镇,1
1625,昌盛乡,0
1626,天心镇,1
1627,迤车镇,1
1628,鱼泉街道办事处,1
1629,功山镇,1
1630,上白作街道办事处,1
1631,吉舒街道办事处,1
1632,四亩地镇,1
1633,三河口镇,1
1634,东方办事处,1
1635,尾闸镇,1
1636,松盘乡,0
1637,浩口苗族仡佬族乡,0
1638,大五家子镇,1
1639,滨河新区街道办事处,1
1640,石山脚街道,1
1641,南雅镇,1
1642,丁家桥镇,1
1643,薛家湾镇,1
1644,喀拉亚尕奇乡,0
1645,花桥镇,1
1646,群山乡,0
1647,包拉温都蒙古族乡,0
1648,南津街街道办事处,1
1649,河西乡,0
1650,建平镇,1
1651,尚志镇,1
1652,东湾镇,1
1653,于集乡,0
1654,飞龙镇,1
1655,槐林镇,1
1656,官坂镇,1
1657,李集镇,1
1658,乌镇镇,1
1659,石梯镇,1
1660,宝坪镇,1
1661,张易镇,1
1662,倍加造镇,1
1663,山江镇,1
1664,断桥镇,1
1665,贺进镇,1
1666,柏各庄镇,1
1667,雷公尖乡,0
1668,西街口镇,1
1669,东平街道办事处,1
1670,唐家镇,1
1671,大盘镇,1
1672,马桥镇,1
1673,王浩屯镇,1
1674,高台子镇,1
1675,伊丹镇,1
1676,老君滩乡,0
1677,中云镇,1
1678,繁城镇,1
1679,茅市镇,1
1680,吴村镇,1
1681,尧市镇,1
1682,弄璋镇,1
1683,汤河镇,1
1684,白莲坡镇,1
1685,图布信苏木乡,0
1686,黄粱梦镇,1
1687,康卓乡,0
1688,大村镇,1
1689,那龙镇,1
1690,盈口乡,0
1691,新湘路街道,1
1692,黄潭镇,1
1693,辛集镇,1
1694,乐洞乡,0
1695,云表镇,1
1696,麻沿河镇,1
1697,西交口乡,0
1698,城郊乡,0
1699,大桥镇,1
1700,栟茶镇,1
1701,庆云镇,1
1702,宁家坪镇,1
1703,额尔格图镇,1
1704,崇礼镇,1
1705,瑶山乡,0
1706,博鳌镇,1
1707,连江口镇,1
1708,麻家集镇,1
1709,温水镇,1
1710,童寺镇,1
1711,赛拉隆乡,0
1712,广坪镇,1
1713,陈巷镇,1
1714,茄子河镇,1
1715,吴家店镇,1
1716,星海镇,1
1717,郭庄回族乡,0
1718,雄玛乡,0
1719,欧洞乡,0
1720,高丽营镇,1
1721,雪山乡,0
1722,廖家村镇,1
1723,展沟镇,1
1724,大英镇,1
1725,槐树镇,1
1726,阳店镇,1
1727,毛坝镇,1
1728,出山镇,1
1729,下伍旗镇,1
1730,清河乡,0
1731,黄合少镇,1
1732,三弄瑶族乡,0
1733,渔泽镇,1
1734,横江镇,1
1735,汤池镇,1
1736,腊市镇,1
1737,荣华乡,0
1738,三江镇,1
1739,张棉乡,0
1740,龙凤镇,1
1741,棘针寨镇,1
1742,闻韶街道,1
1743,洋后镇,1
1744,吕四港镇,1
1745,西羊羔乡,0
1746,清塬镇,1
1747,栖山镇,1
1748,金牛镇,1
1749,梁北镇,1
1750,倒店乡,0
1751,涨渡湖街道办事处,1
1752,六硍镇,1
1753,临涧镇,1
1754,四坝镇,1
1755,阎楼镇,1
1756,佐龙镇,1
1757,程郭镇,1
1758,龙窝镇,1
1759,松花江乡,0
1760,下窝头镇,1
1761,井儿沟乡,0
1762,团田镇,1
1763,瀛湖镇,1
1764,蒋坝镇,1
1765,阿合奇镇,1
1766,甲谷乡,0
1767,林海镇,1
1768,大营镇,1
1769,旦嘎乡,0
1770,唐自头镇,1
1771,东回镇,1
1772,新卡乡,0
1773,滨淮镇,1
1774,道朗镇,1
1775,吕公堡镇,1
1776,兴和朝鲜族乡,0
1777,葛家岔镇,1
1778,高楼镇,1
1779,莲花镇,1
1780,巴彦茫哈苏木,0
1781,东路镇,1
1782,黑山街道办事处,1
1783,云龙镇,1
1784,安达镇,1
1785,留佳镇,1
1786,荷城街道办事处,1
1787,洛西镇,1
1788,棠村镇,1
1789,磐石镇,1
1790,小王庄镇,1
1791,靳堂乡,0
1792,洪恩乡,0
1793,东观街道,1
1794,仁和镇,1
1795,英也尔乡,0
1796,高草回族乡,0
1797,龙湖镇,1
1798,红旗镇,1
1799,板石沟乡,0
1800,卫真办事处,1
1801,安陵镇,1
1802,大阿镇,1
1803,迈陈镇,1
1804,庄头镇,1
1805,黑英山乡,0
1806,十渡镇,1
1807,东城街道办事处,1
1808,大朝山东镇,1
1809,齐桥镇,1
1810,南江镇,1
1811,西白兔乡,0
1812,大坡镇,1
1813,祝融街道,1
1814,芝川镇,1
1815,于家窝堡乡,0
1816,后所乡,0
1817,坪上镇,1
1818,海澄镇,1
1819,永郎镇,1
1820,西渠镇,1
1821,平浪镇,1
1822,詹桥镇,1
1823,革什扎镇,1
1824,望洪镇,1
1825,山城街道办事处,1
1826,巴福镇,1
1827,安石镇,1
1828,石人沟乡,0
1829,建安乡,0
1830,湘江乡,0
1831,龙潭彝族傣族乡,0
1832,黄石乡,0
1833,善厚镇,1
1834,沙市镇,1
1835,上坪镇,1
1836,拉伯乡,0
1837,白水洋镇,1
1838,白花镇,1
1839,黄颡口镇,1
1840,马坝镇,1
1841,瓦恰乡,0
1842,冷坑镇,1
1843,西槽头乡,0
1844,猛山乡,0
1845,新港镇,1
1846,子干乡,0
1847,南城街道办事处,1
1848,伦镇,1
1849,老河土镇,1
1850,合作镇,1
1851,白关镇,1
1852,青华乡,0
1853,灵山满族乡,0
1854,茨营镇,1
1855,城厢镇,1
1856,两汪乡,0
1857,青云镇,1
1858,高峰乡,0
1859,花东镇,1
1860,蒋李集镇,1
1861,马山镇,1
1862,大冯营镇,1
1863,迎宾路街道办事处,1
1864,长安镇,1
1865,茅村镇,1
1866,腰站子东乡族镇,0
1867,欢口镇,1
1868,青街畲族乡,0
1869,陶然镇,1
1870,长潭河乡,0
1871,白浪开发区白浪街道办事处,1
1872,汉阳镇,1
1873,五龙镇,1
1874,浰源镇,1
1875,青石山街道办事处,1
1876,城区街道办事处,1
1877,十五里园镇,1
1878,九街镇,1
1879,英巴格乡,0
1880,新店镇,1
1881,巴音敖包苏木,0
1882,秋口镇,1
1883,四棵树镇,1
1884,南寨镇,1
1885,石牛乡,0
1886,西大沟镇,1
1887,陈户镇,1
1888,太河镇,1
1889,宁河镇,1
1890,阳长镇,1
1891,凤村镇,1
1892,大新镇,1
1893,王孟镇,1
1894,神河镇,1
1895,二都镇,1
1896,菖蒲镇,1
1897,洛东镇,1
1898,湄江镇,1
1899,飞凤镇,1
1900,史各庄镇,1
1901,满井镇,1
1902,曹老集镇,1
1903,张官营镇,1
1904,良平镇,1
1905,田庄镇,1
1906,归仁镇,1
1907,辛店镇,1
1908,扎西宗乡,0
1909,颉庄乡,0
1910,百福司镇,1
1911,界牌镇,1
1912,阎楼乡,0
1913,兴仁镇,1
1914,栲栳镇,1
1915,石门镇,1
1916,卧佛寺乡,0
1917,八里台镇,1
1918,老粮仓镇,1
1919,射洪坝街道办事处,1
1920,明山头镇,1
1921,白音他拉苏木,0
1922,薛庄镇,1
1923,龙场镇,1
1924,锁石镇,1
1925,长岗乡,0
1926,西堤头镇,1
1927,鹿乡镇,0
1928,湾滩河镇,1
1929,大垅乡,0
1930,五里铺镇,1
1931,永兴镇,1
1932,坪坝镇,1
1933,喀什镇,1
1934,大洋乡,0
1935,望丰乡,0
1936,泊岗乡,0
1937,陈塬街道办事处,1
1938,杏花乡,0
1939,莲麓镇,1
1940,束河街道办事处,1
1941,恒合土家族乡,0
1942,西溪镇,1
1943,一都镇,1
1944,椒园镇,1
1945,隆教畲族乡,0
1946,十八里店地区办事处,1
1947,上尧街道办事处,1
1948,大坡镇,1
1949,乌拉斯特镇,1
1950,白堆乡,0
1951,山东庄镇,1
1952,团街镇,1
1953,枳沟镇,1
1954,巴克什营镇,1
1955,小杨满族朝鲜族乡,0
1956,油坊店乡,0
1957,四道湾子镇,1
1958,饶阳店镇,1
1959,大高坪苗族乡,0
1960,新合乡,0
1961,潦河镇,1
1962,松鸣镇,1
1963,养鹿镇,1
1964,文武砂镇,1
1965,同安街道办事处,1
1966,拉日马镇,1
1967,界沟镇,1
1968,四岔口乡,0
1969,虎贝镇,1
1970,罗玛镇,1
1971,红旗满族乡,0
1972,淘金坪乡,0
1973,招贤乡,0
1974,龙海镇,1
1975,夏曲镇,1
1976,迎水桥镇,1
1977,茶扎乡,0
1978,石牛镇,1
1979,韩家店乡,0
1980,侏儒山街道办事处,1
1981,严塘镇,1
1982,马坊镇,1
1983,周山镇,1
1984,栗川镇,1
1985,北皋镇,1
1986,罕达盖苏木,0
1987,王褚街道办事处,1
1988,三河镇,1
1989,青龙集镇,1
1990,河口乡,0
1991,深河乡,0
1992,田源乡,0
1993,大堰垱镇,1
1994,薛家河镇,1
1995,南梁镇,1
1996,榴城镇,1
1997,唐村镇,1
1998,小站镇,1
1999,仁和彝族苗族乡,0
2000,清水驿乡,0
2001,莲池镇,1
2002,常村镇,1
2003,金牛镇,1
2004,官庄镇,1
2005,洪林镇,1
2006,王庙镇,1
2007,湖山乡,0
2008,灵洞乡,0
2009,汇龙镇,1
2010,谷阳办事处,1
2011,明集镇,1
2012,井坡镇,1
2013,朝阳湾镇,1
2014,城关镇,1
2015,林口镇,1
2016,迷城乡,0
2017,金村乡,0
2018,东城街道办事处,1
2019,古恰镇,1
2020,金汤镇,1
2021,金称市镇,1
2022,安阳镇,1
2023,丰谷镇,1
2024,兴东镇,1
2025,岭北镇,1
2026,布嘎回族乡,0
2027,南华镇,1
2028,戴村镇,1
2029,底张乡,0
2030,火田镇,1
2031,西平乡,0
2032,老山头乡,0
2033,青得里镇,1
2034,南湖街道办事处,1
2035,楚江镇,1
2036,濂水镇,1
2037,马埠镇,1
2038,舒庄乡,0
2039,隆治乡,0
2040,瑶峰镇,1
2041,麻屯镇,1
2042,长均乡,0
2043,鸭绿江街道,1
2044,默勒镇,1
2045,杨津庄镇,1
2046,长岭镇,1
2047,沙耳乡,0
2048,蕲州镇,1
2049,姜家店乡,0
2050,藕团乡,0
2051,玉龙镇,1
2052,三斗坪镇,1
2053,东镇镇,1
2054,月塘街道,1
2055,宝马镇,1
2056,武平镇,1
2057,巴彦诺日公苏木乡,0
2058,渔薪镇,1
2059,云台镇,1
2060,碾庄镇,1
2061,石门乡,0
2062,新安镇,1
2063,田坝乡,0
2064,大口钦镇,1
2065,大峪沟镇,1
2066,香莲乡,0
2067,常乐集镇,1
2068,古玉乡,0
2069,上河湾镇,1
2070,舲舫乡,0
2071,乌龙乡,0
2072,蔡公庄镇,1
2073,安定镇,1
2074,公正街道办事处,1
2075,碧口镇,1
2076,民主乡,0
2077,高良壮族苗族瑶族乡,0
2078,齐村镇,1
2079,渡马镇,1
2080,仙庵镇,1
2081,房寺镇,1
2082,中寨镇,1
2083,郢城镇,1
2084,上江镇,1
2085,上马镇,1
2086,白济汛乡,0
2087,四棵树乡,0
2088,西戈壁镇,1
2089,永城镇,1
2090,灰寨镇,1
2091,东华镇,1
2092,滩坪镇,1
2093,石龙镇,1
2094,孙家湾镇,1
2095,太平镇,1
2096,千渭街道办事处,1
2097,景毛乡,0
2098,双桥镇,1
2099,红泥湾镇,1
2100,小龙洞回族彝族乡,0
2101,经济开发区镇,1
2102,武溪镇,1
2103,汉薛镇,1
2104,金沙镇,1
2105,龙胜镇,1
2106,仁厚镇,1
2107,新房彝族苗族乡,0
2108,南渡镇,1
2109,同义镇,1
2110,先锋街道,1
2111,永丰乡,0
2112,大林镇,1
2113,平安乡,0
2114,淤溪镇,1
2115,宦溪镇,1
2116,涧岗乡,0
2117,熊口管理区,1
2118,窦店镇,1
2119,泮水镇,1
2120,红岗子乡,0
2121,察布查尔镇,1
2122,通羊镇,1
2123,温春镇,1
2124,濯桑乡,0
2125,苏家店乡,0
2126,南因镇,1
2127,五林洞镇,1
2128,龙山镇,1
2129,高桥镇,1
2130,马泉街道办事处,1
2131,西火镇,1
2132,杨集镇,1
2133,刘家堡乡,0
2134,八巨镇,1
2135,班洪乡,0
2136,西阳城乡,0
2137,托乎拉乡,0
2138,金陵镇,1
2139,大盛镇,1
2140,林头屯乡,0
2141,河夹镇,1
2142,东良镇,1
2143,龙凤镇,1
2144,石桥镇,1
2145,新添镇,1
2146,凤安镇,1
2147,敖家堡乡,0
2148,高湖镇,1
2149,车田乡,0
2150,高山乡,0
2151,蔡庄镇,1
2152,榆林镇,1
2153,木格镇,1
2154,梦芝街道办事处,1
2155,台源镇,1
2156,忠仁镇,1
2157,骑马坝乡,0
2158,付家佐乡,0
2159,大黄集镇,1
2160,永安镇,1
2161,七宝寺镇,1
2162,永兴镇,1
2163,城关街道办事处,1
2164,江边乡,0
2165,甘庄街道办事处,1
2166,旧营白族彝族苗族乡,0
2167,枣林镇,1
2168,浮洋镇,1
2169,南山城镇,1
2170,下洋镇,1
2171,孔玛乡,0
2172,凤州镇,1
2173,城关镇,1
2174,狼山乡,0
2175,炉山镇,1
2176,青松乡,0
2177,龙河街道办事处,1
2178,陇山镇,1
2179,上车湾镇,1
2180,碑院镇,1
2181,浪多乡,0
2182,圣井街道办事处,1
2183,锣场镇,1
2184,金珠镇,1
2185,扎玉镇,1
2186,泗城镇,1
2187,县河镇,1
2188,江州镇,1
2189,杨市办事处,1
2190,老冢镇,1
2191,乌龙坝镇,1
2192,秀水镇,1
2193,宜阳街道办事处,1
2194,周坡镇,1
2195,小三江镇,1
2196,牛庄乡,0
2197,谭家山镇,1
2198,上岭桥镇,1
2199,平吉镇,1
2200,新江镇,1
2201,巴彦高勒镇,1
2202,戈坪乡,0
2203,达巴乡,0
2204,差干镇,1
2205,多哇镇,1
2206,摇鞍镇乡,0
2207,夏阁镇,1
2208,韩佐镇,1
2209,坛洛镇,1
2210,监漳镇,1
2211,圪台乡,0
2212,玉代克力克乡,0
2213,姜格庄街道办事处,1
2214,腊山街道办事处,1
2215,百寿镇,1
2216,通远镇,1
2217,斋坛乡,0
2218,嵩溪镇,1
2219,史家镇,1
2220,石门乡,0
2221,大茂镇,1
2222,兴隆街道办事处,1
2223,天池镇,1
2224,盖山镇,1
2225,大坪乡,0
2226,唐冶街道办事处,1
2227,茶地镇,1
2228,昆仑镇,1
2229,新河镇,1
2230,羊角乡,0
2231,官湖镇,1
2232,官儿乡,0
2233,拉妥乡,0
2234,和舍镇,1
2235,汤坊镇,1
2236,花城街道办事处,1
2237,前吴乡,0
2238,馆陶镇,1
2239,悦乐镇,1
2240,北江乡,0
2241,在妙镇,1
2242,薛村镇,1
2243,棕溪镇,1
2244,巴仁哲里木镇,1
2245,杜拉尔鄂温克民族乡,0
2246,乌布尔宝力格苏木,0
2247,槐树镇,1
2248,枞阳镇,1
2249,银滩镇,1
2250,指前镇,1
2251,天塘镇,1
2252,张庄镇,1
2253,白沙镇,1
2254,洞溪乡,0
2255,优云乡,0
2256,沙坪镇,1
2257,石家庄镇,1
2258,洪山嘴镇,1
2259,重阳镇,1
2260,王场镇,1
2261,杏树朝鲜族乡,0
2262,隆桑镇,1
2263,如角乡,0
2264,水坝塘镇,1
2265,荷田乡,0
2266,五工台镇,1
2267,西坡镇,1
2268,大高村镇,1
2269,小溪坝镇,1
2270,武乐镇,1
2271,贵台镇,1
2272,洛须镇,1
2273,张登镇,1
2274,正阳山乡,0
2275,王坝镇,1
2276,乔木乡,0
2277,瑶安瑶族乡,0
2278,红卫农场,0
2279,白马乡,0
2280,下洼镇,1
2281,古雷镇,1
2282,四庄乡,0
2283,嵋阳镇,1
2284,八洞镇,1
2285,李千户镇,1
2286,普昌镇,1
2287,李新庄镇,1
2288,新胜镇,1
2289,杏岭子乡,0
2290,城北镇,1
2291,大寨乡,0
2292,大兴庄镇,1
2293,中龙乡,0
2294,岘山镇,1
2295,尹集镇,1
2296,大湾乡,0
2297,十字路街道办事处,1
2298,潞城瑶族乡,0
2299,九龙山镇,1
2300,崇德镇,1
2301,晏场镇,1
2302,唐崖镇,1
2303,中和镇,1
2304,古陂镇,1
2305,北城街道办事处,1
2306,烟庄街道办事处,1
2307,大磏镇,1
2308,朝阳镇,1
2309,寅寺镇,1
2310,莲花镇,1
2311,峙滩镇,1
2312,马连镇,1
2313,西两洼乡,0
2314,热瓦乡,0
2315,沿河湾镇,1
2316,东坪镇,1
2317,白沙镇,1
2318,思贺镇,1
2319,密江乡,0
2320,巴仁乡,0
2321,邢楼镇,1
2322,塔加藏族乡,0
2323,金积镇,1
2324,岭脚镇,1
2325,雁鸣湖镇,1
2326,俄西乡,0
2327,永和街道办事处,1
2328,西瑶镇,1
2329,石芫乡,0
2330,陈棚乡,0
2331,大明镇,1
