FID,省级,市级,市代码,区县级,区县码,乡镇级,乡镇码,省代码
38676,贵州省,遵义市,5.203E+11,湄潭县,5.20328E+11,洗马镇,5.20328E+11,520000
38677,江苏省,淮安市,3.208E+11,淮安区,3.20803E+11,施河镇,3.20803E+11,320000
38678,四川省,攀枝花市,5.104E+11,东区,5.10402E+11,枣子坪街道办事处,5.10402E+11,510000
38679,浙江省,绍兴市,3.306E+11,柯桥区,3.30603E+11,柯桥街道,3.30603E+11,330000
38680,四川省,内江市,5.11E+11,威远县,5.11024E+11,新场镇,5.11024E+11,510000
38681,辽宁省,朝阳市,2.113E+11,北票市,2.11381E+11,东官营镇,2.11381E+11,210000
38682,浙江省,丽水市,3.311E+11,青田县,3.31121E+11,舒桥乡,3.31121E+11,330000
38683,河南省,省直辖县级行政区划,4.19E+11,济源市,4.19001E+11,济源市北海街道办事处,4.19001E+11,410000
38684,湖南省,湘西土家族苗族自治州,4.331E+11,永顺县,4.33127E+11,芙蓉镇,4.33127E+11,430000
38685,四川省,绵阳市,5.107E+11,三台县,5.10722E+11,断石乡,5.10722E+11,510000
38686,广东省,清远市,4.418E+11,清新区,4.41803E+11,石潭镇,4.41803E+11,440000
38687,湖南省,湘潭市,4.303E+11,雨湖区,4.30302E+11,长城乡,4.30302E+11,430000
38688,青海省,黄南藏族自治州,6.323E+11,河南蒙古族自治县,6.32324E+11,赛尔龙乡,6.32324E+11,630000
38689,吉林省,四平市,2.203E+11,公主岭市,2.20381E+11,桑树台镇,2.20381E+11,220000
38690,安徽省,滁州市,3.411E+11,来安县,3.41122E+11,汊河镇,3.41122E+11,340000
38691,云南省,红河哈尼族彝族自治州,5.325E+11,绿春县,5.32531E+11,牛孔镇,5.32531E+11,530000
38692,吉林省,长春市,2.201E+11,榆树市,2.20182E+11,五棵树镇,2.20182E+11,220000
38693,黑龙江省,大庆市,2.306E+11,让胡路区,2.30604E+11,银浪街道办事处,2.30604E+11,230000
38694,重庆市,县,5.002E+11,云阳县,5.00235E+11,云阳镇,5.00235E+11,500000
38695,湖北省,荆州市,4.21E+11,沙市区,4.21002E+11,朝阳街道办事处,4.21002E+11,420000
38696,浙江省,丽水市,3.311E+11,龙泉市,3.31181E+11,屏南镇,3.31181E+11,330000
38697,福建省,福州市,3.501E+11,永泰县,3.50125E+11,葛岭镇,3.50125E+11,350000
38698,河北省,保定市,1.306E+11,涞源县,1.3063E+11,银坊镇,1.3063E+11,130000
38699,四川省,雅安市,5.118E+11,天全县,5.11825E+11,城厢镇,5.11825E+11,510000
38700,甘肃省,定西市,6.211E+11,岷县,6.21126E+11,岷阳镇,6.21126E+11,620000
38701,江苏省,南京市,3.201E+11,浦口区,3.20111E+11,盘城街道,3.20111E+11,320000
38702,湖北省,宜昌市,4.205E+11,长阳土家族自治县,4.20528E+11,鸭子口乡,4.20528E+11,420000
38703,四川省,资阳市,5.12E+11,安岳县,5.12021E+11,拱桥乡,5.12021E+11,510000
38704,广西壮族自治区,河池市,4.512E+11,罗城仫佬族自治县,4.51225E+11,纳翁乡,4.51225E+11,450000
38705,江苏省,南京市,3.201E+11,秦淮区,3.20104E+11,大光路街道,3.20104E+11,320000
38706,新疆维吾尔自治区,阿克苏地区,6.529E+11,柯坪县,6.52929E+11,启浪乡,6.52929E+11,650000
38707,四川省,眉山市,5.114E+11,丹棱县,5.11424E+11,仁美镇,5.11424E+11,510000
38708,湖南省,衡阳市,4.304E+11,耒阳市,4.30481E+11,东湖圩镇,4.30481E+11,430000
38709,河北省,保定市,1.306E+11,定州市,1.30682E+11,李亲顾镇,1.30682E+11,130000
38710,广东省,河源市,4.416E+11,紫金县,4.41621E+11,临江镇,4.41621E+11,440000
38711,内蒙古自治区,锡林郭勒盟,1.525E+11,太仆寺旗,1.52527E+11,幸福乡,1.52527E+11,150000
38712,上海市,市辖区,3.101E+11,金山区,3.10116E+11,枫泾镇,3.10116E+11,310000
38713,黑龙江省,绥化市,2.312E+11,北林区,2.31202E+11,宝山镇,2.31202E+11,230000
38714,四川省,资阳市,5.12E+11,乐至县,5.12022E+11,天池镇,5.12022E+11,510000
38715,四川省,达州市,5.117E+11,渠县,5.11725E+11,屏西乡,5.11725E+11,510000
38716,黑龙江省,牡丹江市,2.31E+11,海林市,2.31083E+11,山市种奶牛场,2.31084E+11,230000
38717,广西壮族自治区,贺州市,4.511E+11,钟山县,4.51122E+11,清塘镇,4.51122E+11,450000
38718,内蒙古自治区,赤峰市,1.504E+11,巴林左旗,1.50422E+11,隆昌镇,1.50422E+11,150000
38719,江西省,抚州市,3.61E+11,临川区,3.61002E+11,河埠乡,3.61002E+11,360000
38720,四川省,雅安市,5.118E+11,石棉县,5.11824E+11,蟹螺藏族乡,5.11824E+11,510000
38721,陕西省,渭南市,6.105E+11,临渭区,6.10502E+11,丰原镇,6.10502E+11,610000
38722,西藏自治区,阿里地区,5.425E+11,日土县,5.42524E+11,热帮乡,5.42524E+11,540000
38723,四川省,遂宁市,5.109E+11,船山区,5.10903E+11,桂花镇,5.10903E+11,510000
38724,河北省,廊坊市,1.31E+11,文安县,1.31026E+11,兴隆宫镇,1.31026E+11,130000
38725,辽宁省,朝阳市,2.113E+11,凌源市,2.11382E+11,宋杖子镇,2.11382E+11,210000
38726,辽宁省,朝阳市,2.113E+11,建平县,2.11322E+11,小塘镇,2.11322E+11,210000
38727,广西壮族自治区,桂林市,4.503E+11,荔浦市,4.50381E+11,东昌镇,4.50331E+11,450000
38728,新疆维吾尔自治区,喀什地区,6.531E+11,喀什市,6.53101E+11,迎宾大道街道办事处,6.53101E+11,650000
38729,广东省,梅州市,4.414E+11,梅县区,4.41403E+11,石扇镇,4.41403E+11,440000
38730,西藏自治区,阿里地区,5.425E+11,改则县,5.42526E+11,察布乡,5.42526E+11,540000
38731,云南省,昆明市,5.301E+11,安宁市,5.30181E+11,县街街道办事处,5.30181E+11,530000
38732,广东省,阳江市,4.417E+11,阳东区,4.41704E+11,阳江林场东岸分场,4.41705E+11,440000
38733,湖北省,孝感市,4.209E+11,孝南区,4.20902E+11,孝南区朱湖办事处,4.20902E+11,420000
38734,上海市,市辖区,3.101E+11,奉贤区,3.1012E+11,西渡街道,3.1012E+11,310000
38735,湖南省,岳阳市,4.306E+11,岳阳市屈原管理区,4.30671E+11,营田镇,4.30671E+11,430000
38736,四川省,宜宾市,5.115E+11,筠连县,5.11527E+11,武德乡,5.11527E+11,510000
38737,陕西省,汉中市,6.107E+11,洋县,6.10723E+11,关帝镇,6.10723E+11,610000
38738,山东省,济南市,3.701E+11,市中区,3.70103E+11,杆石桥街道办事处,3.70103E+11,370000
38739,河南省,新乡市,4.107E+11,新乡县,4.10721E+11,翟坡镇,4.10721E+11,410000
38740,河北省,邯郸市,1.304E+11,邯郸经济技术开发区,1.30471E+11,尚璧镇,1.30471E+11,130000
38741,山东省,菏泽市,3.717E+11,郓城县,3.71725E+11,李集镇,3.71725E+11,370000
38742,河南省,开封市,4.102E+11,兰考县,4.10225E+11,桐乡街道办事处,4.10225E+11,410000
38743,山东省,淄博市,3.703E+11,淄川区,3.70302E+11,双杨镇,3.70302E+11,370000
38744,湖南省,娄底市,4.313E+11,娄星区,4.31302E+11,大科街道,4.31302E+11,430000
38745,甘肃省,兰州市,6.201E+11,永登县,6.20121E+11,苦水镇,6.20121E+11,620000
38746,四川省,自贡市,5.103E+11,富顺县,5.10322E+11,福善镇,5.10322E+11,510000
38747,吉林省,白城市,2.208E+11,洮南市,2.20881E+11,洮府街道办事处,2.20881E+11,220000
38748,甘肃省,武威市,6.206E+11,凉州区,6.20602E+11,吴家井镇,6.20602E+11,620000
38749,黑龙江省,大兴安岭地区,2.327E+11,漠河市,2.32701E+11,古莲镇,2.32723E+11,230000
38750,重庆市,县,5.002E+11,巫溪县,5.00238E+11,徐家镇,5.00238E+11,500000
38751,河北省,保定市,1.306E+11,顺平县,1.30636E+11,蒲阳镇,1.30636E+11,130000
38752,贵州省,遵义市,5.203E+11,正安县,5.20324E+11,杨兴镇,5.20324E+11,520000
38753,湖北省,省直辖县级行政区划,4.29E+11,天门市,4.29006E+11,皂市镇,4.29006E+11,420000
38754,天津市,市辖区,1.201E+11,宁河区,1.20117E+11,造甲城镇,1.20117E+11,120000
38755,湖南省,邵阳市,4.305E+11,邵东市,4.30582E+11,九龙岭镇,4.30521E+11,430000
38756,河南省,平顶山市,4.104E+11,汝州市,4.10482E+11,临汝镇,4.10482E+11,410000
38757,福建省,三明市,3.504E+11,泰宁县,3.50429E+11,新桥乡,3.50429E+11,350000
38758,河南省,商丘市,4.114E+11,夏邑县,4.11426E+11,刘店集乡,4.11426E+11,410000
38759,贵州省,六盘水市,5.202E+11,盘州市,5.20281E+11,刘官街道办事处,5.20281E+11,520000
38760,河北省,沧州市,1.309E+11,河间市,1.30984E+11,留古寺镇,1.30984E+11,130000
38761,广西壮族自治区,钦州市,4.507E+11,钦北区,4.50703E+11,长滩镇,4.50703E+11,450000
38762,湖南省,衡阳市,4.304E+11,雁峰区,4.30406E+11,白沙洲工业园,4.30406E+11,430000
38763,江西省,抚州市,3.61E+11,南丰县,3.61023E+11,洽湾镇,3.61023E+11,360000
38764,黑龙江省,伊春市,2.307E+11,丰林县,2.30724E+11,五星河经营所,2.30715E+11,230000
38765,新疆维吾尔自治区,塔城地区,6.542E+11,乌苏市,6.54202E+11,兵团一二七团,6.54203E+11,650000
38766,云南省,大理白族自治州,5.329E+11,巍山彝族回族自治县,5.32927E+11,牛街乡,5.32927E+11,530000
38767,河南省,新乡市,4.107E+11,延津县,4.10726E+11,位邱乡,4.10726E+11,410000
38768,安徽省,合肥市,3.401E+11,肥东县,3.40122E+11,众兴乡,3.40122E+11,340000
38769,北京市,市辖区,1.101E+11,朝阳区,1.10105E+11,东风地区办事处,1.10105E+11,110000
38770,山西省,阳泉市,1.403E+11,平定县,1.40321E+11,巨城镇,1.40321E+11,140000
38771,上海市,市辖区,3.101E+11,静安区,3.10106E+11,南京西路街道,3.10106E+11,310000
38772,江西省,南昌市,3.601E+11,进贤县,3.60124E+11,五里垦殖场,3.60125E+11,360000
38773,四川省,广元市,5.108E+11,苍溪县,5.10824E+11,三川镇,5.10824E+11,510000
38774,黑龙江省,绥化市,2.312E+11,绥棱县,2.31226E+11,后头乡,2.31226E+11,230000
38775,广东省,梅州市,4.414E+11,大埔县,4.41422E+11,桃源镇,4.41422E+11,440000
38776,甘肃省,张掖市,6.207E+11,高台县,6.20724E+11,黑泉镇,6.20724E+11,620000
38777,贵州省,贵阳市,5.201E+11,花溪区,5.20111E+11,花孟社区服务中心,5.20111E+11,520000
38778,吉林省,松原市,2.207E+11,前郭尔罗斯蒙古族自治县,2.20721E+11,哈拉毛都良种场,2.20721E+11,220000
38779,黑龙江省,大庆市,2.306E+11,肇州县,2.30621E+11,乐园良种场,2.30622E+11,230000
38780,四川省,达州市,5.117E+11,万源市,5.11781E+11,沙滩镇,5.11781E+11,510000
38781,辽宁省,鞍山市,2.103E+11,台安县,2.10321E+11,西佛镇,2.10321E+11,210000
38782,浙江省,温州市,3.303E+11,乐清市,3.30382E+11,蒲岐镇,3.30382E+11,330000
38783,辽宁省,朝阳市,2.113E+11,凌源市,2.11382E+11,三家子蒙古族乡,2.11382E+11,210000
38784,辽宁省,丹东市,2.106E+11,凤城市,2.10682E+11,边门镇,2.10682E+11,210000
38785,辽宁省,铁岭市,2.112E+11,昌图县,2.11224E+11,下二台镇,2.11224E+11,210000
38786,四川省,雅安市,5.118E+11,名山区,5.11803E+11,茅河乡,5.11803E+11,510000
38787,山东省,菏泽市,3.717E+11,曹县,3.71721E+11,青菏街道办事处,3.71721E+11,370000
38788,四川省,泸州市,5.105E+11,纳溪区,5.10503E+11,打古镇,5.10503E+11,510000
38789,浙江省,金华市,3.307E+11,武义县,3.30723E+11,大田乡,3.30723E+11,330000
38790,贵州省,铜仁市,5.206E+11,江口县,5.20621E+11,闵孝镇,5.20621E+11,520000
38791,四川省,巴中市,5.119E+11,巴州区,5.11902E+11,鼎山镇,5.11902E+11,510000
38792,河北省,衡水市,1.311E+11,安平县,1.31125E+11,安平镇,1.31125E+11,130000
38793,山东省,菏泽市,3.717E+11,鄄城县,3.71726E+11,李进士堂镇,3.71726E+11,370000
38794,四川省,乐山市,5.111E+11,井研县,5.11124E+11,乌抛乡,5.11124E+11,510000
38795,四川省,眉山市,5.114E+11,东坡区,5.11402E+11,白马镇,5.11402E+11,510000
38796,江苏省,无锡市,3.202E+11,梁溪区,3.20213E+11,崇安寺街道,3.20213E+11,320000
38797,山西省,临汾市,1.41E+11,霍州市,1.41082E+11,退沙街道办事处,1.41082E+11,140000
38798,江苏省,徐州市,3.203E+11,泉山区,3.20311E+11,段庄街道,3.20311E+11,320000
38799,广东省,深圳市,4.403E+11,宝安区,4.40306E+11,深圳市宝安国际机场,4.40306E+11,440000
38800,四川省,凉山彝族自治州,5.134E+11,冕宁县,5.13433E+11,铁厂乡,5.13433E+11,510000
38801,浙江省,杭州市,3.301E+11,淳安县,3.30127E+11,姜家镇,3.30127E+11,330000
38802,福建省,福州市,3.501E+11,仓山区,3.50104E+11,下渡街道,3.50104E+11,350000
38803,安徽省,六安市,3.415E+11,霍邱县,3.41522E+11,城西湖乡,3.41522E+11,340000
38804,四川省,德阳市,5.106E+11,旌阳区,5.10603E+11,城北街道,5.10603E+11,510000
38805,四川省,乐山市,5.111E+11,井研县,5.11124E+11,王村镇,5.11124E+11,510000
38806,吉林省,白山市,2.206E+11,抚松县,2.20621E+11,沿江乡,2.20621E+11,220000
38807,四川省,甘孜藏族自治州,5.133E+11,道孚县,5.13326E+11,甲宗镇,5.13326E+11,510000
38808,辽宁省,营口市,2.108E+11,大石桥市,2.10882E+11,水源镇,2.10882E+11,210000
38809,西藏自治区,拉萨市,5.401E+11,曲水县,5.40124E+11,茶巴拉乡,5.40124E+11,540000
38810,广东省,云浮市,4.453E+11,罗定市,4.45381E+11,罗城街道,4.45381E+11,440000
38811,甘肃省,临夏回族自治州,6.229E+11,和政县,6.22925E+11,三合镇,6.22925E+11,620000
38812,新疆维吾尔自治区,昌吉回族自治州,6.523E+11,阜康市,6.52302E+11,兵团六运湖农场,6.52303E+11,650000
38813,甘肃省,平凉市,6.208E+11,静宁县,6.20826E+11,原安镇,6.20826E+11,620000
38814,甘肃省,武威市,6.206E+11,凉州区,6.20602E+11,丰乐镇,6.20602E+11,620000
38815,甘肃省,甘南藏族自治州,6.23E+11,临潭县,6.23021E+11,术布乡,6.23021E+11,620000
38816,辽宁省,辽阳市,2.11E+11,文圣区,2.11003E+11,东京陵街道办事处,2.11003E+11,210000
38817,江苏省,连云港市,3.207E+11,连云区,3.20703E+11,宿城街道,3.20703E+11,320000
38818,广西壮族自治区,北海市,4.505E+11,合浦县,4.50521E+11,白沙镇,4.50521E+11,450000
38819,四川省,南充市,5.113E+11,仪陇县,5.11324E+11,保平镇,5.11324E+11,510000
38820,湖北省,省直辖县级行政区划,4.29E+11,仙桃市,4.29004E+11,沙嘴街道办事处,4.29004E+11,420000
38821,内蒙古自治区,鄂尔多斯市,1.506E+11,东胜区,1.50602E+11,东胜区轻纺工业园区,1.50602E+11,150000
38822,河北省,廊坊市,1.31E+11,香河县,1.31024E+11,渠口镇,1.31024E+11,130000
38823,辽宁省,沈阳市,2.101E+11,大东区,2.10104E+11,万泉街道,2.10104E+11,210000
38824,黑龙江省,绥化市,2.312E+11,庆安县,2.31224E+11,发展乡,2.31224E+11,230000
38825,四川省,眉山市,5.114E+11,青神县,5.11425E+11,汉阳镇,5.11425E+11,510000
38826,福建省,宁德市,3.509E+11,屏南县,3.50923E+11,熙岭乡,3.50923E+11,350000
38827,四川省,巴中市,5.119E+11,平昌县,5.11923E+11,土垭镇,5.11923E+11,510000
38828,湖北省,荆州市,4.21E+11,监利县,4.21023E+11,人民大垸农场管理区,4.21023E+11,420000
38829,内蒙古自治区,巴彦淖尔市,1.508E+11,临河区,1.50802E+11,狼山农场,1.50802E+11,150000
38830,新疆维吾尔自治区,伊犁哈萨克自治州,6.54E+11,伊宁市,6.54002E+11,喀尔墩乡,6.54002E+11,650000
38831,江苏省,淮安市,3.208E+11,淮安区,3.20803E+11,茭陵乡,3.20803E+11,320000
38832,河南省,周口市,4.116E+11,鹿邑县,4.11628E+11,试量镇,4.11628E+11,410000
38833,河北省,唐山市,1.302E+11,迁西县,1.30227E+11,渔户寨乡,1.30227E+11,130000
38834,四川省,乐山市,5.111E+11,犍为县,5.11123E+11,定文镇,5.11123E+11,510000
38835,江西省,南昌市,3.601E+11,进贤县,3.60124E+11,罗溪镇,3.60124E+11,360000
38836,四川省,甘孜藏族自治州,5.133E+11,康定市,5.13301E+11,沙德镇,5.13301E+11,510000
38837,四川省,宜宾市,5.115E+11,筠连县,5.11527E+11,高坪苗族乡,5.11527E+11,510000
38838,湖南省,湘西土家族苗族自治州,4.331E+11,保靖县,4.33125E+11,钟灵山工业园,4.33125E+11,430000
38839,西藏自治区,日喀则市,5.402E+11,定结县,5.40231E+11,定结乡,5.40231E+11,540000
38840,湖南省,株洲市,4.302E+11,炎陵县,4.30225E+11,水口镇,4.30225E+11,430000
38841,贵州省,黔东南苗族侗族自治州,5.226E+11,麻江县,5.22635E+11,贤昌镇,5.22635E+11,520000
38842,江西省,景德镇市,3.602E+11,乐平市,3.60281E+11,礼林镇,3.60281E+11,360000
38843,湖南省,湘潭市,4.303E+11,湘潭县,4.30321E+11,射埠镇,4.30321E+11,430000
38844,河南省,新乡市,4.107E+11,卫辉市,4.10781E+11,李源屯镇,4.10781E+11,410000
38845,江苏省,无锡市,3.202E+11,梁溪区,3.20213E+11,迎龙桥街道,3.20213E+11,320000
38846,内蒙古自治区,兴安盟,1.522E+11,扎赉特旗,1.52223E+11,巴达尔胡农场,1.52223E+11,150000
38847,浙江省,丽水市,3.311E+11,青田县,3.31121E+11,高湖镇,3.31121E+11,330000
38848,四川省,凉山彝族自治州,5.134E+11,木里藏族自治县,5.13422E+11,博科乡,5.13422E+11,510000
38849,河北省,邯郸市,1.304E+11,丛台区,1.30403E+11,人民路街道办事处,1.30403E+11,130000
38850,内蒙古自治区,呼和浩特市,1.501E+11,清水河县,1.50124E+11,老牛湾镇,1.50124E+11,150000
38851,内蒙古自治区,赤峰市,1.504E+11,阿鲁科尔沁旗,1.50421E+11,绍根煤碳及煤化工产业园,1.50421E+11,150000
38852,贵州省,黔东南苗族侗族自治州,5.226E+11,榕江县,5.22632E+11,平江镇,5.22632E+11,520000
38853,福建省,漳州市,3.506E+11,诏安县,3.50624E+11,白洋乡,3.50624E+11,350000
38854,河北省,石家庄市,1.301E+11,新乐市,1.30184E+11,化皮镇,1.30184E+11,130000
38855,辽宁省,铁岭市,2.112E+11,昌图县,2.11224E+11,三江口镇,2.11224E+11,210000
38856,山东省,青岛市,3.702E+11,黄岛区,3.70211E+11,黄岛街道办事处,3.70211E+11,370000
38857,湖北省,十堰市,4.203E+11,竹溪县,4.20324E+11,九里岗林场,4.20325E+11,420000
38858,广东省,清远市,4.418E+11,连州市,4.41882E+11,三水瑶族乡,4.41882E+11,440000
38859,河北省,秦皇岛市,1.303E+11,山海关区,1.30303E+11,第一关镇,1.30303E+11,130000
38860,四川省,遂宁市,5.109E+11,射洪市,5.10981E+11,瞿河乡,5.10922E+11,510000
38861,贵州省,毕节市,5.205E+11,赫章县,5.20527E+11,六曲河镇,5.20527E+11,520000
38862,黑龙江省,哈尔滨市,2.301E+11,南岗区,2.30103E+11,和兴路街道办事处,2.30103E+11,230000
38863,吉林省,吉林市,2.202E+11,蛟河市,2.20281E+11,庆岭镇,2.20281E+11,220000
38864,内蒙古自治区,乌兰察布市,1.509E+11,丰镇市,1.50981E+11,旧城区街道办事处,1.50981E+11,150000
38865,云南省,曲靖市,5.303E+11,麒麟区,5.30302E+11,西城街道办事处,5.30302E+11,530000
38866,甘肃省,定西市,6.211E+11,渭源县,6.21123E+11,北寨镇,6.21123E+11,620000
38867,新疆维吾尔自治区,喀什地区,6.531E+11,莎车县,6.53125E+11,阿瓦提镇,6.53125E+11,650000
38868,云南省,文山壮族苗族自治州,5.326E+11,马关县,5.32625E+11,夹寒箐镇,5.32625E+11,530000
38869,吉林省,白山市,2.206E+11,江源区,2.20605E+11,城墙街道办事处,2.20605E+11,220000
38870,山东省,聊城市,3.715E+11,临清市,3.71581E+11,潘庄镇,3.71581E+11,370000
38871,青海省,黄南藏族自治州,6.323E+11,河南蒙古族自治县,6.32324E+11,多松乡,6.32324E+11,630000
38872,贵州省,安顺市,5.204E+11,平坝区,5.20403E+11,高峰镇,5.20403E+11,520000
38873,安徽省,安庆市,3.408E+11,太湖县,3.40825E+11,经济开发区,3.40825E+11,340000
38874,河南省,周口市,4.116E+11,扶沟县,4.11621E+11,练寺镇,4.11621E+11,410000
38875,江西省,南昌市,3.601E+11,新建区,3.60112E+11,金桥乡,3.60112E+11,360000
38876,湖南省,岳阳市,4.306E+11,汨罗市,4.30681E+11,三江镇,4.30681E+11,430000
38877,黑龙江省,黑河市,2.311E+11,爱辉区,2.31102E+11,西兴街道办事处,2.31102E+11,230000
38878,河北省,保定市,1.306E+11,满城区,1.30607E+11,南韩村镇,1.30607E+11,130000
38879,贵州省,毕节市,5.205E+11,织金县,5.20524E+11,阿弓镇,5.20524E+11,520000
38880,广东省,惠州市,4.413E+11,博罗县,4.41322E+11,石湾镇,4.41322E+11,440000
38881,天津市,市辖区,1.201E+11,静海区,1.20118E+11,台头镇,1.20118E+11,120000
38882,四川省,乐山市,5.111E+11,沐川县,5.11129E+11,大楠镇,5.11129E+11,510000
38883,浙江省,丽水市,3.311E+11,景宁畲族自治县,3.31127E+11,鸬鹚乡,3.31127E+11,330000
38884,北京市,市辖区,1.101E+11,门头沟区,1.10109E+11,潭柘寺镇,1.10109E+11,110000
38885,江苏省,南京市,3.201E+11,雨花台区,3.20114E+11,中国（南京）软件谷,3.20114E+11,320000
38886,四川省,巴中市,5.119E+11,南江县,5.11922E+11,赶场镇,5.11922E+11,510000
38887,贵州省,黔东南苗族侗族自治州,5.226E+11,丹寨县,5.22636E+11,排调镇,5.22636E+11,520000
38888,四川省,达州市,5.117E+11,宣汉县,5.11722E+11,明月乡,5.11722E+11,510000
38889,山东省,临沂市,3.713E+11,莒南县,3.71327E+11,道口镇,3.71327E+11,370000
38890,山西省,太原市,1.401E+11,迎泽区,1.40106E+11,郝庄镇,1.40106E+11,140000
38891,河北省,保定市,1.306E+11,涞水县,1.30623E+11,龙门乡,1.30623E+11,130000
38892,四川省,泸州市,5.105E+11,叙永县,5.10524E+11,枧槽苗族乡,5.10524E+11,510000
38893,吉林省,松原市,2.207E+11,长岭县,2.20722E+11,前七号镇,2.20722E+11,220000
38894,上海市,市辖区,3.101E+11,静安区,3.10106E+11,共和新路街道,3.10106E+11,310000
38895,黑龙江省,绥化市,2.312E+11,望奎县,2.31221E+11,第一良种场,2.31222E+11,230000
38896,陕西省,商洛市,6.11E+11,镇安县,6.11025E+11,月河镇,6.11025E+11,610000
38897,河北省,石家庄市,1.301E+11,正定县,1.30123E+11,新城铺镇,1.30123E+11,130000
38898,湖南省,常德市,4.307E+11,武陵区,4.30702E+11,樟木桥街道,4.30702E+11,430000
38899,河南省,濮阳市,4.109E+11,清丰县,4.10922E+11,双庙乡,4.10922E+11,410000
38900,江西省,南昌市,3.601E+11,新建区,3.60112E+11,江西桑海集团有限公司（南昌经济技术开发区）,3.60112E+11,360000
38901,辽宁省,朝阳市,2.113E+11,凌源市,2.11382E+11,红山街道,2.11382E+11,210000
38902,内蒙古自治区,通辽市,1.505E+11,开鲁县,1.50523E+11,东风镇,1.50523E+11,150000
38903,河北省,邯郸市,1.304E+11,涉县,1.30426E+11,固新镇,1.30426E+11,130000
38904,福建省,泉州市,3.505E+11,安溪县,3.50524E+11,龙门镇,3.50524E+11,350000
38905,海南省,省直辖县级行政区划,4.69E+11,白沙黎族自治县,4.69025E+11,荣邦乡,4.69025E+11,460000
38906,甘肃省,甘南藏族自治州,6.23E+11,临潭县,6.23021E+11,店子乡,6.23021E+11,620000
38907,山西省,运城市,1.408E+11,平陆县,1.40829E+11,杜马乡,1.40829E+11,140000
38908,福建省,南平市,3.507E+11,政和县,3.50725E+11,外屯乡,3.50725E+11,350000
38909,浙江省,衢州市,3.308E+11,江山市,3.30881E+11,新塘边镇,3.30881E+11,330000
38910,陕西省,宝鸡市,6.103E+11,陈仓区,6.10304E+11,周原镇,6.10304E+11,610000
38911,甘肃省,武威市,6.206E+11,民勤县,6.20621E+11,东湖镇,6.20621E+11,620000
38912,辽宁省,大连市,2.102E+11,庄河市,2.10283E+11,大郑镇,2.10283E+11,210000
38913,四川省,达州市,5.117E+11,渠县,5.11725E+11,板桥镇,5.11725E+11,510000
38914,陕西省,西安市,6.101E+11,周至县,6.10124E+11,九峰镇,6.10124E+11,610000
38915,河北省,保定市,1.306E+11,竞秀区,1.30602E+11,新市场街道办事处,1.30602E+11,130000
38916,海南省,海口市,4.601E+11,龙华区,4.60106E+11,金宇街道办事处,4.60106E+11,460000
38917,山东省,泰安市,3.709E+11,新泰市,3.70982E+11,小协镇,3.70982E+11,370000
38918,山西省,晋城市,1.405E+11,泽州县,1.40525E+11,李寨乡,1.40525E+11,140000
38919,天津市,市辖区,1.201E+11,宝坻区,1.20115E+11,新安镇,1.20115E+11,120000
38920,湖北省,黄冈市,4.211E+11,罗田县,4.21123E+11,薄刀峰林场,4.21124E+11,420000
38921,云南省,曲靖市,5.303E+11,会泽县,5.30326E+11,鲁纳乡,5.30326E+11,530000
38922,甘肃省,天水市,6.205E+11,秦州区,6.20502E+11,石马坪街道,6.20502E+11,620000
38923,江西省,景德镇市,3.602E+11,浮梁县,3.60222E+11,三龙镇,3.60222E+11,360000
38924,广西壮族自治区,南宁市,4.501E+11,武鸣区,4.5011E+11,灵马镇,4.5011E+11,450000
38925,吉林省,延边朝鲜族自治州,2.224E+11,安图县,2.22426E+11,石门镇,2.22426E+11,220000
38926,内蒙古自治区,乌兰察布市,1.509E+11,察哈尔右翼中旗,1.50927E+11,乌兰哈页苏木,1.50927E+11,150000
38927,河北省,邢台市,1.305E+11,内丘县,1.30523E+11,内丘镇,1.30523E+11,130000
38928,广西壮族自治区,南宁市,4.501E+11,宾阳县,4.50126E+11,新圩镇,4.50126E+11,450000
38929,河北省,张家口市,1.307E+11,张北县,1.30722E+11,白庙滩乡,1.30722E+11,130000
38930,湖南省,邵阳市,4.305E+11,邵东市,4.30582E+11,牛马司镇,4.30521E+11,430000
38931,安徽省,蚌埠市,3.403E+11,固镇县,3.40323E+11,王庄镇,3.40323E+11,340000
38932,四川省,达州市,5.117E+11,宣汉县,5.11722E+11,渡口土家族乡,5.11722E+11,510000
38933,江苏省,宿迁市,3.213E+11,宿城区,3.21302E+11,仓集镇,3.21302E+11,320000
38934,四川省,南充市,5.113E+11,蓬安县,5.11323E+11,开元乡,5.11323E+11,510000
38935,甘肃省,天水市,6.205E+11,武山县,6.20524E+11,咀头乡,6.20524E+11,620000
38936,内蒙古自治区,巴彦淖尔市,1.508E+11,杭锦后旗,1.50826E+11,蒙海镇,1.50826E+11,150000
38937,湖北省,省直辖县级行政区划,4.29E+11,仙桃市,4.29004E+11,五湖渔场,4.29004E+11,420000
38938,湖北省,咸宁市,4.212E+11,通山县,4.21224E+11,洪港镇,4.21224E+11,420000
38939,江西省,赣州市,3.607E+11,石城县,3.60735E+11,屏山镇,3.60735E+11,360000
38940,广东省,广州市,4.401E+11,增城区,4.40118E+11,新塘镇,4.40118E+11,440000
38941,江西省,上饶市,3.611E+11,婺源县,3.6113E+11,蚺城街道,3.6113E+11,360000
38942,河南省,郑州市,4.101E+11,新郑市,4.10184E+11,梨河镇,4.10184E+11,410000
